"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"137","7—46 水产品产量和养殖面积增减情况","七、主要农产品种植面积与产量","195","N2006010434000132","yearbooks/N2006010434000132.caj","yearbooks/N2006010434000132.pdf","yearbooks/N2006010434000132.xls","2002"
"138","7—47 海水产品和内陆水产品产量","七、主要农产品种植面积与产量","196","N2006010434000133","yearbooks/N2006010434000133.caj","yearbooks/N2006010434000133.pdf","yearbooks/N2006010434000133.xls","2002"
"139","7—48 各地区水产品产量","七、主要农产品种植面积与产量","197","N2006010434000134","yearbooks/N2006010434000134.caj","yearbooks/N2006010434000134.pdf","yearbooks/N2006010434000134.xls","2002"
"140","7—49 各地区水产品产量","七、主要农产品种植面积与产量","198","N2006010434000135","yearbooks/N2006010434000135.caj","yearbooks/N2006010434000135.pdf","yearbooks/N2006010434000135.xls","2002"
"141","7—50 各地区海水产品产量","七、主要农产品种植面积与产量","199","N2006010434000136","yearbooks/N2006010434000136.caj","yearbooks/N2006010434000136.pdf","yearbooks/N2006010434000136.xls","2002"
"142","7—51 各地区海水产品产量","七、主要农产品种植面积与产量","200","N2006010434000137","yearbooks/N2006010434000137.caj","yearbooks/N2006010434000137.pdf","yearbooks/N2006010434000137.xls","2002"
"143","7—52 各地区内陆水产品产量","七、主要农产品种植面积与产量","201","N2006010434000138","yearbooks/N2006010434000138.caj","yearbooks/N2006010434000138.pdf","yearbooks/N2006010434000138.xls","2002"
"144","7—53 各地区内陆水产品产量","七、主要农产品种植面积与产量","202","N2006010434000139","yearbooks/N2006010434000139.caj","yearbooks/N2006010434000139.pdf","yearbooks/N2006010434000139.xls","2002"
"145","7—54 各地区水产养殖面积","七、主要农产品种植面积与产量","203-204","N2006010434000140","yearbooks/N2006010434000140.caj","yearbooks/N2006010434000140.pdf","yearbooks/N2006010434000140.xls","2002"
"146","八、农村市场与物价","八、农村市场与物价","205-233","N2006010434000141","yearbooks/N2006010434000141.caj","yearbooks/N2006010434000141.pdf",,"2002"
"147","8—1 全国消费品市场主要农副产品成交量","八、农村市场与物价","207","N2006010434000142","yearbooks/N2006010434000142.caj","yearbooks/N2006010434000142.pdf","yearbooks/N2006010434000142.xls","2002"
"148","8—2 全国消费品市场基本情况","八、农村市场与物价","207","N2006010434000143","yearbooks/N2006010434000143.caj","yearbooks/N2006010434000143.pdf","yearbooks/N2006010434000143.xls","2002"
"149","8—3 农村主要价格总指数","八、农村市场与物价","208","N2006010434000144","yearbooks/N2006010434000144.caj","yearbooks/N2006010434000144.pdf","yearbooks/N2006010434000144.xls","2002"
"150","8—4 各地区农村商品零售价格分类指数","八、农村市场与物价","209-217","N2006010434000145","yearbooks/N2006010434000145.caj","yearbooks/N2006010434000145.pdf","yearbooks/N2006010434000145.xls","2002"
"151","8—5 各地区农村居民消费价格分类指数","八、农村市场与物价","218-231","N2006010434000146","yearbooks/N2006010434000146.caj","yearbooks/N2006010434000146.pdf","yearbooks/N2006010434000146.xls","2002"
"152","8—6 各地区农业生产资料价格分类指数","八、农村市场与物价","232-233","N2006010434000147","yearbooks/N2006010434000147.caj","yearbooks/N2006010434000147.pdf","yearbooks/N2006010434000147.xls","2002"
"153","九、农产品进出口","九、农产品进出口","235-242","N2006010434000148","yearbooks/N2006010434000148.caj","yearbooks/N2006010434000148.pdf",,"2002"
"154","9—1 海关出口主要农产品数量","九、农产品进出口","237","N2006010434000149","yearbooks/N2006010434000149.caj","yearbooks/N2006010434000149.pdf","yearbooks/N2006010434000149.xls","2002"
"155","9—2 海关进口主要农产品数量","九、农产品进出口","237","N2006010434000150","yearbooks/N2006010434000150.caj","yearbooks/N2006010434000150.pdf","yearbooks/N2006010434000150.xls","2002"
"156","9—3 海关出口农副产品及加工品数量","九、农产品进出口","238","N2006010434000151","yearbooks/N2006010434000151.caj","yearbooks/N2006010434000151.pdf","yearbooks/N2006010434000151.xls","2002"
"157","9—4 海关出口农副产品及加工品金额","九、农产品进出口","239","N2006010434000152","yearbooks/N2006010434000152.caj","yearbooks/N2006010434000152.pdf","yearbooks/N2006010434000152.xls","2002"
"158","9—5 海关进口农副产品及加工品数量","九、农产品进出口","240","N2006010434000153","yearbooks/N2006010434000153.caj","yearbooks/N2006010434000153.pdf","yearbooks/N2006010434000153.xls","2002"
"159","9—6 海关进口农副产品及加工品金额","九、农产品进出口","240","N2006010434000154","yearbooks/N2006010434000154.caj","yearbooks/N2006010434000154.pdf","yearbooks/N2006010434000154.xls","2002"
"160","9—7 各地区出口农产品数量","九、农产品进出口","241","N2006010434000155","yearbooks/N2006010434000155.caj","yearbooks/N2006010434000155.pdf","yearbooks/N2006010434000155.xls","2002"
"161","9—8 各地区进口农产品数量","九、农产品进出口","242","N2006010434000156","yearbooks/N2006010434000156.caj","yearbooks/N2006010434000156.pdf","yearbooks/N2006010434000156.xls","2002"
"162","十、农产品成本与收益","十、农产品成本与收益","243-255","N2006010434000157","yearbooks/N2006010434000157.caj","yearbooks/N2006010434000157.pdf",,"2002"
"163","10—1 平均每一农业劳动力生产的主要农产品","十、农产品成本与收益","245","N2006010434000158","yearbooks/N2006010434000158.caj","yearbooks/N2006010434000158.pdf","yearbooks/N2006010434000158.xls","2002"
"164","10—2 各地区平均每一农业劳动力生产的主要农产品","十、农产品成本与收益","246","N2006010434000159","yearbooks/N2006010434000159.caj","yearbooks/N2006010434000159.pdf","yearbooks/N2006010434000159.xls","2002"
"165","10—3 全国种植业产品成本与收益","十、农产品成本与收益","247-252","N2006010434000160","yearbooks/N2006010434000160.caj","yearbooks/N2006010434000160.pdf","yearbooks/N2006010434000160.xls","2002"
"166","10—4 全国饲养业产品成本与收益","十、农产品成本与收益","253-255","N2006010434000161","yearbooks/N2006010434000161.caj","yearbooks/N2006010434000161.pdf","yearbooks/N2006010434000161.xls","2002"
"167","十一、农民收入与消费","十一、农民收入与消费","257-287","N2006010434000162","yearbooks/N2006010434000162.caj","yearbooks/N2006010434000162.pdf",,"2002"
"168","11—1 农村居民纯收入","十一、农民收入与消费","259","N2006010434000163","yearbooks/N2006010434000163.caj","yearbooks/N2006010434000163.pdf","yearbooks/N2006010434000163.xls","2002"
"169","11—2 农村居民生活消费支出","十一、农民收入与消费","260","N2006010434000164","yearbooks/N2006010434000164.caj","yearbooks/N2006010434000164.pdf","yearbooks/N2006010434000164.xls","2002"
"170","11—3 农村居民主要食品消费量","十一、农民收入与消费","261-262","N2006010434000165","yearbooks/N2006010434000165.caj","yearbooks/N2006010434000165.pdf","yearbooks/N2006010434000165.xls","2002"
"171","11—4 农村居民家庭基本情况","十一、农民收入与消费","263","N2006010434000166","yearbooks/N2006010434000166.caj","yearbooks/N2006010434000166.pdf","yearbooks/N2006010434000166.xls","2002"
"172","11—5 农民居民总收入和纯收入","十一、农民收入与消费","264","N2006010434000167","yearbooks/N2006010434000167.caj","yearbooks/N2006010434000167.pdf","yearbooks/N2006010434000167.xls","2002"
"173","11—6 各地区农村居民纯收入增减情况","十一、农民收入与消费","265","N2006010434000168","yearbooks/N2006010434000168.caj","yearbooks/N2006010434000168.pdf","yearbooks/N2006010434000168.xls","2002"
"174","11—7 各地区农村居民纯收入","十一、农民收入与消费","266","N2006010434000169","yearbooks/N2006010434000169.caj","yearbooks/N2006010434000169.pdf","yearbooks/N2006010434000169.xls","2002"
"175","11—8 农村居民生活消费支出及构成","十一、农民收入与消费","267","N2006010434000170","yearbooks/N2006010434000170.caj","yearbooks/N2006010434000170.pdf","yearbooks/N2006010434000170.xls","2002"
"176","11—9 农村居民生活消费现金支出及构成","十一、农民收入与消费","268","N2006010434000171","yearbooks/N2006010434000171.caj","yearbooks/N2006010434000171.pdf","yearbooks/N2006010434000171.xls","2002"
"177","11—10 各地区农村居民生活消费支出","十一、农民收入与消费","269-270","N2006010434000172","yearbooks/N2006010434000172.caj","yearbooks/N2006010434000172.pdf","yearbooks/N2006010434000172.xls","2002"
"178","11—11 各地区农村居民生活消费支出构成","十一、农民收入与消费","271","N2006010434000173","yearbooks/N2006010434000173.caj","yearbooks/N2006010434000173.pdf","yearbooks/N2006010434000173.xls","2002"
"179","11—12 各地区农村居民生活消费现金支出","十一、农民收入与消费","272-273","N2006010434000174","yearbooks/N2006010434000174.caj","yearbooks/N2006010434000174.pdf","yearbooks/N2006010434000174.xls","2002"
"180","11—13 农村居民家庭年末拥有主要耐用消费品","十一、农民收入与消费","274","N2006010434000175","yearbooks/N2006010434000175.caj","yearbooks/N2006010434000175.pdf","yearbooks/N2006010434000175.xls","2002"
"181","11—14 农村居民家庭新建房屋和居住情况","十一、农民收入与消费","274","N2006010434000176","yearbooks/N2006010434000176.caj","yearbooks/N2006010434000176.pdf","yearbooks/N2006010434000176.xls","2002"
"182","11—15 各地区农村居民家庭年末拥有主要耐用消费品","十一、农民收入与消费","275-278","N2006010434000177","yearbooks/N2006010434000177.caj","yearbooks/N2006010434000177.pdf","yearbooks/N2006010434000177.xls","2002"
"183","11—16 各地区农村居民年内新建房屋情况","十一、农民收入与消费","279","N2006010434000178","yearbooks/N2006010434000178.caj","yearbooks/N2006010434000178.pdf","yearbooks/N2006010434000178.xls","2002"
"184","11—17 各地区农村居民居住情况","十一、农民收入与消费","280","N2006010434000179","yearbooks/N2006010434000179.caj","yearbooks/N2006010434000179.pdf","yearbooks/N2006010434000179.xls","2002"
"185","11—18 农村居民主要实物消费量","十一、农民收入与消费","281","N2006010434000180","yearbooks/N2006010434000180.caj","yearbooks/N2006010434000180.pdf","yearbooks/N2006010434000180.xls","2002"
"186","11—19 各地区农村居民主要实物消费量","十一、农民收入与消费","282-285","N2006010434000181","yearbooks/N2006010434000181.caj","yearbooks/N2006010434000181.pdf","yearbooks/N2006010434000181.xls","2002"
"187","11—20 各地区农村居民家庭纯收入构成按人均纯收入分组","十一、农民收入与消费","286","N2006010434000182","yearbooks/N2006010434000182.caj","yearbooks/N2006010434000182.pdf","yearbooks/N2006010434000182.xls","2002"
"188","11—21 农村住户按三个经济地带分组的主要指标","十一、农民收入与消费","287","N2006010434000183","yearbooks/N2006010434000183.caj","yearbooks/N2006010434000183.pdf","yearbooks/N2006010434000183.xls","2002"
"189","十二、农村文化、教育、卫生及其他事业","十二、农村文化、教育、卫生及其他事业","289-300","N2006010434000184","yearbooks/N2006010434000184.caj","yearbooks/N2006010434000184.pdf",,"2002"
"190","12—1 农村普通中学和小学的学生与教师数","十二、农村文化、教育、卫生及其他事业","291","N2006010434000185","yearbooks/N2006010434000185.caj","yearbooks/N2006010434000185.pdf","yearbooks/N2006010434000185.xls","2002"
"191","12—2 农民成人教育基本情况","十二、农村文化、教育、卫生及其他事业","292","N2006010434000186","yearbooks/N2006010434000186.caj","yearbooks/N2006010434000186.pdf","yearbooks/N2006010434000186.xls","2002"
"192","12—3 农村乡(镇)卫生院、床位和卫生人员","十二、农村文化、教育、卫生及其他事业","293","N2006010434000187","yearbooks/N2006010434000187.caj","yearbooks/N2006010434000187.pdf","yearbooks/N2006010434000187.xls","2002"
"193","12—4 乡(镇)卫生院人员分类","十二、农村文化、教育、卫生及其他事业","293","N2006010434000188","yearbooks/N2006010434000188.caj","yearbooks/N2006010434000188.pdf","yearbooks/N2006010434000188.xls","2002"
"194","12—5 各地区乡(镇)卫生院、床位数和卫生人员数","十二、农村文化、教育、卫生及其他事业","294","N2006010434000189","yearbooks/N2006010434000189.caj","yearbooks/N2006010434000189.pdf","yearbooks/N2006010434000189.xls","2002"
"195","12—6 各地区农村村级医疗组织形式","十二、农村文化、教育、卫生及其他事业","295","N2006010434000190","yearbooks/N2006010434000190.caj","yearbooks/N2006010434000190.pdf","yearbooks/N2006010434000190.xls","2002"
"196","12—7 各地区乡村医生和卫生员、接生员人数","十二、农村文化、教育、卫生及其他事业","296","N2006010434000191","yearbooks/N2006010434000191.caj","yearbooks/N2006010434000191.pdf","yearbooks/N2006010434000191.xls","2002"
"197","12—8 农村文化机构","十二、农村文化、教育、卫生及其他事业","297","N2006010434000192","yearbooks/N2006010434000192.caj","yearbooks/N2006010434000192.pdf","yearbooks/N2006010434000192.xls","2002"
"198","12—9 农村集体办老年收养性福利机构情况","十二、农村文化、教育、卫生及其他事业","297","N2006010434000193","yearbooks/N2006010434000193.caj","yearbooks/N2006010434000193.pdf","yearbooks/N2006010434000193.xls","2002"
